,tag1
2700,bo_mạch chủ mainboard asus_tuf_b450m-plus_gaming_amd_b450 - hàng chính hãng-thương_hiệu asus xuất_xứ thương_hiệu taiwan kích_thước matx form_factor_9.6 inch x 9.6_inch ( 24.4 cm x 24.4 cm model tuf b450m-plus gaming hệ điều_hành windows 10 64 - bit sku_8695925854559 dưới 100 triệu
2701,bộ vi xử_lý - cpu_intel_core_i5-9400f ( 2.9_upto_4.1_ghz / 9mb / socket 1151 ) -- hàng chính hãng-thương_hiệu intel_phụ_kiện đi kèm fan cpu sku_9280749273496 dưới 100 triệu
2702,sạc laptop đa_năng 8 đầu - sạc_đa_năng-thương_hiệu oem_sku_6834841927653 dưới 1 triệu
2703,"usb thu wifi 5g tốc_độ 1300m bps - băng tần kép-thương hiệu oem xuất_xứ thương_hiệu hong_kong_kết_nối usb_3.0_kết_nối dữ_liệu wifi , 5g_phụ_kiện đi kèm bộ cài_đặt tích_hợp sẵn trong usb_nhà sản_xuất đang cập_nhật xuất_xứ hong_kong trọng_lượng 100 g loại sản_phẩm usb_wifi sku_3046715642835 dưới 1 triệu"
2704,d-link dwa-131 - usb_wifi_chuẩn n_300m_bps - hàng chính hãng-thương_hiệu d-link kết_nối usb_2.0 kích_thước 1.8 x 34.4 x 7.7 mm loại anten ăngten ngầm xuất_xứ trung_quốc loại sản_phẩm card_mạng tốc_độ mạng_300m_bps sku_7505947420858 dưới 1 triệu
2705,"card mạng không dây wifi_asus_pce-ax3000 ( tray không hộp ) wifi 6 ( 802.11 ax ) băng tần kép bluetooth 5.0 bảo_mật mạng_wpa3_ofdma_mu-mimo - hàng chính hãng-thương_hiệu asus xuất_xứ thương_hiệu taiwan kết_nối chỉ hỗ_trợ chuẩn pci-express x1 phụ_kiện đi kèm gồm : 1 x card_pce-ax3000_tray , 2 x ănten , 1 x dây kết_nối pci-e_model_pce-ax3000_tray_nhà sản_xuất asus xuất_xứ trung_quốc trọng_lượng 500 g loại sản_phẩm card_mạng_sku_2193693323315 dưới 1 triệu"
2706,bộ 10 đầu nối dây mạng_1-1 - thương hiệu oem_phụ_kiện đi kèm không sku_6381762834565 dưới 1 triệu
2707,bộ 3 tuýp keo tản nhiệt xám to-thương hiệu oem_sku_3613739908447 dưới 1 triệu
2708,usb transcend_jetflash 700 ts64gjf700_64gb - usb_3.0 - hàng chính hãng-thương_hiệu transcend dung_lượng ổ cứng 32gb xuất_xứ trung_quốc sku 6107530365167 dưới 1 triệu
2709,chuột không dây logitech_m337 - hàng chính hãng-thương_hiệu logitech xuất_xứ thương_hiệu trung_quốc sku 7641235427076 dưới 1 triệu
2710,"mực in canon cartridges_pg - 810 cho máy_in canon ip 2770 , mp 287 , ip 2772 - hàng chính hãng-thương_hiệu canon xuất_xứ nhật_bản_sku_8504840453832 dưới 1 triệu"
2711,card màn_hình vga_asus_cerberus-gtx1050ti_oc 4g 2 fan - hàng chính hãng-thương_hiệu asus xuất_xứ trung_quốc sku_9790417750711 dưới 100 triệu
2712,ổ cứng di_động hdd_seagate_backup_plus_hub_3.5 inch usb_3.0 - hàng nhập_khẩu - 4tb / 10tb - thương_hiệu seagate xuất_xứ thương_hiệu mỹ dung_lượng ổ cứng 4 tb 10 tb model backup plus xuất_xứ taiwan / china / thailand hệ điều_hành macos và windows_sku_9349247920230 dưới 100 triệu
2713,dây_cáp mạng cat 8 tốc_độ truyền dữ_liệu 2000mhz và 25g bps ugreen_nw121 - hàng chính hãng-thương hiệu ugreen xuất_xứ thương_hiệu trung_quốc phụ_kiện đi kèm không model_nw121 xuất_xứ trung_quốc sku 8316805480049 dưới 1 triệu
2714,"laptop hp 340 s g7_224l1_pa ( core i3-1005g1 / 4gb ddr4_2666mh z / 512gb ssd m. 2 nvme / 14 fhd ips / win10 ) - hàng chính hãng-bluetooth_bluetooth_5.0_thương_hiệu hp xuất_xứ thương_hiệu mỹ card đồ_họa intel uhd_graphics kết_nối 1 x usb type c , 2 x usb 3.1 , 1 x sd card slot , lan 1 gb / s cpu_intel_core_i3-1005g1 ( 1.2_ghz - 3.4 ghz / 4mb / 2 nhân , 4 luồng ) loại / công_nghệ màn_hình 14 ( 1920 x 1080 ) full_hd_ips không cảm_ứng , màn_hình chống lóa , hd webcam dung_lượng ổ cứng 512gb ssd m. 2 nvme / loại pin 3 cell 41 wh , pin liền xuất_xứ trung_quốc ram 1 x 4gb_ddr4_2666mh_z ( 2_khe cắm / hỗ_trợ tối_đa 16gb ) độ phân_giải full_hd ( 1920 x 1080 ) kích_thước màn_hình 14 inch hệ điều_hành windows 10 home_sl_64 - bit wifi_wifi_802.11 ac sku_6431350374037 dưới 10 triệu"
2715,bộ_máy tình để bàn_dell_x020 ( core_i7 - 4770 / ram 8gb / ssd 240gb / card hình quadro_k620 - 2g b ) và màn_hình dell_u2419h và bàn_phím chuột_dell - dòng dùng đồ_họa cao_cấp - hàng chính hãng-thương hiệu dell_model dell optiplex 9020 - màn_hình u2419h trọng_lượng 10 sku_4349060885513 dưới 10 triệu
2716,dung_dịch vệ_sinh màn_hình brateck_sc-3-thương_hiệu brateck_sku_6531621807111 dưới 1 triệu
2717,"màn_hình aoc 22b1 hs / 74 22 "" ips fhd - hàng chính hãng-thương hiệu aoc kết_nối hdmi_1.4 x 1 ,_vga kích_thước 456 × 556_×_120 mm ( 21.5 inch ) độ tương_phản 1000 : 1 góc nhìn 178 ° / 178 °_phụ_kiện đi kèm vga / d-sub , dây nguồn model_22b1_hs thời_gian đáp_ứng 5 tỉ_lệ màn_hình 16 : 9 sku_3518969526716 dưới 100 triệu"
2718,máy_in mã_vạch - in tem nhãn xprinter_xp_350b - hàng chính hãng-thương_hiệu xprinter_phụ_kiện đi kèm đang cập_nhật model_xp_350b_loại sản_phẩm máy_in laser sku_8785028712624 dưới 100 triệu
2719,quạt hút nhiệt tản nhiệt dành cho văn_phòng game_thủ laptop pf67 - hàng nhập khẩu-thương_hiệu cool_cold kích_thước 127 82 43 model_pf67_sku_9679766190877 dưới 1 triệu
2720,mainboard gigabyte_b460m_d2v-hàng chính hãng-thương hiệu gigabyte xuất_xứ thương_hiệu trung_quốc model b460m_d2v_nhà sản_xuất gigabyte xuất_xứ trung_quốc trọng_lượng 3_sku_9526609803121 dưới 100 triệu
2721,"máy in laser đen trắng đơn năng canon_lbp6030w , in_wifi - hàng nhập khẩu-thương hiệu canon phụ_kiện đi kèm 1 x cáp usb , 1 x bộ mực kèm theo máy , 1 x driver , 1 x sách hướng_dẫn sku_5437440211201 dưới 100 triệu"
2722,ram pc_ddr3l ( pc3l ) hynix_8gb_bus 1600 – hàng nhập khẩu-thương_hiệu hynix xuất_xứ thương_hiệu hàn_quốc sku 3264288411492 dưới 1 triệu
2723,"box kingshare chuyển_đổi ssd_m2_sata sang chuẩn sata iii_2.5 "" ( màu ngẫu_nhiên ) - hàng nhập khẩu-thương_hiệu kingshare xuất_xứ thương_hiệu china xuất_xứ china sku_2823283656560 dưới 1 triệu"
2724,"màn_hình dell_se2719hr 27 inch full_hd ( 1920 x 1080 ) 8 ms 60h z ips - hàng chính hãng-thương_hiệu dell xuất_xứ thương_hiệu mỹ kết_nối hdmi , vga hiển_thị màu_sắc 16.7 triệu màu độ sáng 300 cd / m² độ tương_phản 1000 : 1 ( typical ) góc nhìn 178_° vertical / 178 ° horizontal phụ_kiện đi kèm cáp hdmi_model_se2719hr màn_hình hiển_thị ips xuất_xứ trung_quốc trọng_lượng 4.83 kg ( không gồm chân_đế ) / 5.09 kg ( gồm chân_đế ) kích_cỡ 60 x 40 x 10/12 cm thời_gian đáp_ứng 5 ms tỉ_lệ màn_hình 16 : 9 sku_4513265024170 dưới 100 triệu"
2725,giấy_in nhãn_dán ( decal ) media mặt mờ a4 100 tờ - hàng chính hãng-thương hiệu media ink kích_thước 30 x 21 x 6 cm model giấy_in nhãn_dán loại mực mực laser loại máy sử_dụng máy in laser & máy_in photocopy kích_cỡ a4_sku_2955044652754 dưới 1 triệu
2726,"gaming router_wifi_asus_rt-ax3000_dual_band_wifi 6 ( 802.11_ax ) ax3000 băng tần kép aimesh_aiprotection_mu-mimo_ofdma - hàng chính hãng-thương_hiệu asus xuất_xứ thương_hiệu taiwan kết_nối 1 x rj45 cho gigabit_baset cho mạng wan , 4 x rj45 cho gigabit_baset cho mạng lan usb 3.1 gen 1 x 1 tốc_độ cpu bộ xử_lý ba lõi 1,5_ghz kích_thước 224 x 154 x 160 mm ( lxwxh ) phụ_kiện đi kèm hướng_dẫn sử_dụng , driver , nguồn model rt-ax3000 loại anten gắn ngoài ăng-ten x 4 lưu_ý 1 dữ_liệu là ofdma liên_kết lên ._2_dữ_liệu tham_chiếu cho chuẩn ac là : 40 mhz / 256 qam trên băng tần 2,4_ghz và 80 mhz / 256 qam trên băng tần 5 ghz ._dữ_liệu tham_chiếu cho chuẩn ax là : 40 mhz / 1024 qam trên băng tần 2,4_ghz và 160mh z / 1024 qam trên băng tần 5 ghz_* để tận_dụng lợi_ích từ các tính_năng của 802.11_ax , wifi ở các thiết_bị đầu_cuối cần phải phù_hợp với chuẩn 802.11 ax ._*_* lưu_lượng dữ_liệu thực_tế và phạm_vi phủ_sóng wifi sẽ thay_đổi theo các điều_kiện mạng và yếu_tố môi_trường bao_gồm quy_mô lưu_lượng mạng , vật_liệu xây_dựng và xây_dựng và tổng chi_phí mạng sẽ làm giảm lưu_lượng dữ_liệu thực_tế và phạm_vi phủ_sóng không dây ._*_*_* tốc_độ mạng và băng thông niêm_yết dựa trên các thông_số kỹ_thuật ieee_802.11 ax hiện_hành . hiệu_suất thực_tế có_thể bị ảnh_hưởng bởi các yếu_tố mạng và nhà_cung_cấp dịch_vụ , kiểu giao_diện và các điều_kiện khác . các thiết_bị được kết_nối phải tương_thích 802.11 ax để đạt kết_quả tốt nhất ._windows 10 windows 8 windows 7 mac os x 10.6 mac os x 10.7 mac os x 10.8 xuất_xứ trung_quốc loại sản_phẩm router_wifi sku_9623924189371 dưới 100 triệu"
2727,ổ cứng ssd_wd_green_120gb_3d_nand - wds120g2g0a - hàng chính hãng-thương_hiệu wd dung_lượng ổ cứng 120gb_model_wds120g2g0a_kiểu giao_tiếp sata_6g b / s xuất_xứ trung_quốc tốc_độ đọc 540mb / s tốc_độ ghi 430mb / s sku_9753148630738 dưới 1 triệu
2728,bộ bàn_phím giả cơ và chuột chuyên game_r8 1910 led 7 màu ( đen ) - hàng chính hãng-thương_hiệu r8 kích_thước 50 x 17 x 6 cm model 1910 led 7 màu xuất_xứ trung_quốc hệ điều_hành win7 / win98 / 2000 / me / xp / vista kiểu giao_tiếp usb_2.0_sku_8745189005782 dưới 1 triệu
2729,ổ cứng hdd_toshiba_1tb_p300_series ( 64mb ) 7200 rpm sata3_hdwd110uzsva - hàng chính hãng-thương_hiệu toshiba kết_nối sata 3 dung_lượng ổ cứng 1tb_model_hdwd110uzsva_nhà sản_xuất toshiba_số vòng_quay 7200rpm hệ điều_hành windows 10 32/64 bit_sku_8797528299666 dưới 1 triệu
2730,"màn_hình chuyên đồ_họa_asus_proart_pa278qv 27 '_'_wqhd ( 2560 x 1440 ) 5 ms / 75h z / ips / 100 % srgb / 100 % rec . 709 / color accuracy_δe_< 2 / stereo speaker ( 2w_x2 ) - hàng chính hãng-thương_hiệu asus xuất_xứ thương_hiệu đài_loan kết_nối hdmi ( v1 ._4 ) , mini displayport_1.2 , displayport_1.2 hiển_thị màu_sắc 16,7 triệu màu độ sáng 350 cd / m² độ tương_phản 100000000 : 1 góc nhìn 178 ° / 178 ° ( h x v ) phụ_kiện đi kèm dây nguồn , hdsd_model_pa278qv màn_hình hiển_thị chống lóa xuất_xứ trung_quốc độ phân_giải 2560 x 1440 pixels kích_thước màn_hình 27 inch thời_gian đáp_ứng 5 ms tỉ_lệ màn_hình 16 : 9 tốc_độ làm tươi 75h z sku_2479004516561 dưới 100 triệu"
2731,bộ phát_sóng wifi băng tầng kép ac1200_router_totolink_a950rg - hàng chính hãng-thương_hiệu totolink kích_thước 21 x 16 x 6.6_cm ( d x r x c ) model a950rg loại anten cố_định_xuất_xứ trung_quốc loại sản_phẩm router_wifi sku_1070852390382 dưới 1 triệu
2732,đế tản nhiệt_laptop_n139 ( 2 quạt chạy cực êm ) - thương_hiệu oem_sku_1187240102158 dưới 1 triệu
2733,ổ cứng gắn trong 960gb_ssd_exceria_3d_nand_2.5_'_'_sata3_kioxia - hàng chính hãng-thương_hiệu kioxia xuất_xứ thương_hiệu nhật_bản dung_lượng ổ cứng 960gb_model_ltc10z960gg8 xuất_xứ nhật_bản_sku_3026993003306 dưới 100 triệu
2734,ổ cứng hdd_western_wd_320gb_blue_3.5 inch sata3 - hàng nhập khẩu-thương_hiệu wd kết_nối sata3_6g b / s dung_lượng ổ cứng 320gb kích_cỡ ổ cứng ( mm ) 3.5 inch số vòng_quay 7200 rpm sku_3874425680621 dưới 1 triệu
2735,kem tản nhiệt_thermagic_thermal_compound_zf-12 4 g - hàng chính hãng-thương_hiệu thermagic kích_cỡ 4 sku_4908027873040 dưới 1 triệu
2736,"card âm_thanh creative sound_blaster_audigy_rx_7.1 - hàng chính hãng-thương_hiệu creative kích_thước 145 x 120 x 18 mm model_blaster_audigy_rx xuất_xứ trung_quốc hệ điều_hành windows ® 10 , windows ® 8 , windows ® 7 ,_windows_vista_®_sp1 hoặc cao hơn , windows_®_xp_sp2 hoặc cao hơn sku_1537935813539 dưới 100 triệu"
2737,"bàn_phím dành cho laptop_dell_inspiron 3543 , 3558 , 5758 5545 , 5547 , 5551 , 5555 , 5558 , 5559 , 15 , 3000 , 5000 - hàng nhập khẩu-thương_hiệu oem xuất_xứ trung_quốc sku 2200605405554 dưới 1 triệu"
2738,đế tản nhiệt laptop n99 2 quạt đế nâng - hàng nhập khẩu-thương hiệu am kích_thước 35 x 25 x 3 cm model_n99 kích_thước quạt 12_số quạt 2 kiểu giao_tiếp usb_sku_7153505360742 dưới 1 triệu
2739,router wi-fi_tp-link_archer_c5400_mu-mimo gigabit 3 băng tần ac5400 - hàng chính hãng-thương_hiệu tp-link xuất_xứ thương_hiệu trung_quốc kết_nối 4 x cổng lan 10/100 / 1000m bps 1 x cổng wan 10/100 / 1000m bps 1 x cổng usb 3.0 + 1 x cổng usb_2.0 kích_thước 230 x 230 x 43 mm phụ_kiện đi kèm router_wi-fi_mu-mimo_gigabit ba băng tần ac5400_archer_c5400_bộ cấp nguồn dây_cáp ethernet hướng_dẫn cài_đặt nhanh model archer c5400 loại anten 8 ăng ten hiệu_suất cao xuất_xứ trung_quốc loại sản_phẩm router_wifi tốc_độ mạng_băng tần 5gh z 1 : lên đến 2167m bps băng tần 5gh z 2 : lên đến 2167m bps 2.4_ghz : lên đến 1000m bps sku_4985611480198 dưới 100 triệu
2740,máy_in mã_vạch xprinter_xp-350b ( hàng chính hãng ) - thương_hiệu xprinter_model_xp-350b_loại sản_phẩm máy_in laser sku_6213738926618 dưới 100 triệu
2741,ổ cứng gắn trong ssd_samsung_pm851_256gb_msata - hàng nhập khẩu-thương_hiệu samsung_sku_6290804991305 dưới 1 triệu
2742,hộp mưc in 12a có lổ_đổ / nạp mực cho máy in canon 2900 3000 hp 1010 1020 ( mã_hkc-12a-r ) - thương_hiệu oem xuất_xứ thương_hiệu trung_quốc model hkc-12a-r loại mực laser loại máy sử_dụng máy_in xuất_xứ trung_quốc sku 9761132760620 dưới 1 triệu
2743,mực in brother bt5000m ink cho dcp-t300 / t700w / mfc-t800w ( đỏ ) - hàng chính hãng-thương_hiệu brother xuất_xứ philippines_sku_8468421655339 dưới 1 triệu
2744,ổ cứng hdd_western_digital_ultrastar_8tb_3.5 inch sata 3 - hàng nhập khẩu-thương_hiệu wd dung_lượng ổ cứng 8tb_sku_7390005645140 dưới 100 triệu
2745,"sạc dành cho macbook pro năm 2012 đến 2017_15i_nch , 17i_nch , retina-thương_hiệu oem xuất_xứ thương_hiệu trung_quốc xuất_xứ trung_quốc trọng_lượng 300 gram sku_9797206679390 dưới 1 triệu"
2746,vỏ case máy_tính mini_vsp 2873 - hàng chính hãng-thương_hiệu vsp xuất_xứ thương_hiệu việt_nam sku_6252742420781 dưới 1 triệu
2747,"ổ cứng di_động samsung_portable_ssd_t7_touch_500gb_mu-pc500 - hàng chính hãng-thương_hiệu samsung xuất_xứ thương_hiệu korea kết_nối usb_3.2_gen ._2 ( 10g_bps ) kích_thước 85 x 57 x 8.0 mm dung_lượng ổ cứng 500gb_model_mu-pc500 kích_cỡ ổ cứng ( mm ) 85 x 57 x 8.0 mm xuất_xứ korea / china / vietnam hệ điều_hành windows 10 , mac , android tốc_độ đọc 1.050_mb / giây tốc_độ ghi 1.000 mb / giây sku_6427865878201 dưới 100 triệu"
2748,"mực in canon pg-47 cho máy_in canon pixma_e400 , e410 , e460 , e480 - hàng chính hãng-thương_hiệu canon xuất_xứ trung_quốc sku 8506682793442 dưới 1 triệu"
2749,ram pc_ddr3_8gb_bus 1600 mhz hàng nhập khẩu-thương_hiệu oem kích_thước kích_thước 13 cm * 3 cm * 2 mm loại ram_ram_pc ddr3 buz 1600mh z sku_3762624030578 dưới 1 triệu
2750,usb team_group_e902_4gb - usb_2.0 - thương_hiệu team_group kích_thước 55.5 x 17.15 mm dung_lượng ổ cứng 4gb xuất_xứ trung_quốc sku 6104780710600 dưới 1 triệu
2751,máy_tính mini gigabyte_bace-3160-hàng chính hãng-thương hiệu gigabyte xuất_xứ thương_hiệu trung_quốc phụ_kiện đi kèm dây_cáp . xuất_xứ trung_quốc sku_4516220266462 dưới 100 triệu
2752,chuột có dây newmen_m180 - hàng chính hãng-thương_hiệu newmen kích_thước khoảng 115 x 60 x 35 mm_model_newmen_m180_chất_liệu nhựa xuất_xứ trung_quốc sku 9363150892200 dưới 1 triệu
2753,"laptop acer aspire 5 a514-54-51rb nx.a 2asv ._003 ( core i5-1135g7 / 8gb ( 4gb_x2 ) ddr4_2666mh z / 256gb ssd m. 2 pcie / 14 fhd ips / win10 ) - hàng chính_hãng-công_nghệ âm_thanh acer_trueharmony , two built-in stereo speakers bluetooth_bluetooth_5.0_thương_hiệu acer xuất_xứ thương_hiệu đài_loan camera hd_card đồ_họa intel iris xe_graphics_chip set intel_core_i5 kết_nối 1 x usb type c , 2 x usb 3.1 , 1 x usb 2.0 , 1 x hdmi port , 1 x 3.5 mm headphone / speaker jack cpu_intel_core_i5 1135g7 ( upto_4.2_ghz ) –_cpu thế_hệ 11 ( tiger lake mới nhất ) kích_thước 328 x 233 x 17.95 ( mm ) loại / công_nghệ màn_hình acer_comfyview_ips_led_lcd dung_lượng ổ cứng 512gb_pcie_nvme_ssd ( nâng_cấp tối_đa 2tb_hdd và 512gb_pcie_nvme ) model aspire 5 a514-54-51vt loại pin 48w h li-ion battery cổng internet ( lan ) gigabit_lan xuất_xứ trung_quốc trọng_lượng 1.5 kg ram 4_gb on board + 4gb ram sodim kích_thước màn_hình 14 inch hệ điều_hành win 10 home wifi_intel_wireless_wi-fi 6 ax201 , 802.11 a / b / g / n / acr2 , 2x2_mu-mimo technology sku_2842337840038 dưới 10 triệu"
2754,bộ kích sóng wifi 3 râu-thương hiệu oem_sku_5731841780268 dưới 1 triệu
2755,máy_in_laser đa_năng brother_mfc-l2701d - hàng chính hãng-thương hiệu brother_phụ_kiện đi kèm đang cập_nhật xuất_xứ việt_nam sku_4466961172099 dưới 100 triệu
2756,"máy_in đa chức_năng ( in , copy , scan , fax , wifi ) đen trắng hp_laserjet_mfp_137 fnw_4zb84a – hàng chính hãng-thương hiệu hp xuất_xứ thương_hiệu mỹ phụ_kiện đi kèm hộp mực in ban_đầu cài_đặt sẵn màu đen hp ( ~ 500 trang , toàn_cầu ) dùng cho máy_in laserjet ; hướng_dẫn thiết_lập ; hướng_dẫn tham_khảo ; tờ tuyên_bố tuân_thủ ; dây nguồn ; cáp usb ; cáp viễn_thông ( chỉ 4 in1 ) xuất_xứ trung_quốc sku_9694472668236 dưới 100 triệu"
2757,tản nhiệt nước cpu id-cooling_auraflow_x 240 - hàng chính hãng-thương_hiệu id-cooling xuất_xứ thương_hiệu trung_quốc kích_thước kích_thước radiator : 276 × 120 × 27 mm kích_thước fan : 120 × 120 × 25 mm model_auraflow_x 240 xuất_xứ trung_quốc sku_5451543526871 dưới 100 triệu
2758,"combo dvd gắn ngoài ( gồm box + dvd ) to_usb_2.0 ( đọc , ghi_cd - dvd ) – hàng nhập khẩu-thương_hiệu oem xuất_xứ trung_quốc sku 7025176136059 dưới 1 triệu"
2759,"hdd box orico usb3 ._0/3 ._5/2 . 5 - 6228us3 - c - hàng chính hãng-thương_hiệu orico dung_lượng ổ cứng 2tb ( 2.5 ) , 8tb ( 3.5 ) xuất_xứ trung_quốc sku 3361167200861 dưới 1 triệu"
